Id,Word Count,friend,social,Dictionary Words,All Punctuation,Comma,ppron,funct,i,pronoun,affect,posemo,article,space,relativ,we,incl,cogmech,present,auxverb,verb,Six Letter Words,motion,leisure,preps,time,conj,adverb,number,bio,sexual,quant,achieve,sad,negemo,ipron,you,shehe,future,insight,discrep,certain,health,money,negate,tentat,family,Sentences,Unique Words,Words Per Sentence
mt0000022649,99,6.0606060606060606,19.19191919191919,84.84848484848484,9.090909090909092,9.090909090909092,16.161616161616163,56.56565656565657,9.090909090909092,21.21212121212121,9.090909090909092,7.070707070707071,5.05050505050505,3.0303030303030303,10.1010101010101,2.0202020202020203,3.0303030303030303,14.141414141414142,10.1010101010101,14.141414141414142,19.19191919191919,7.070707070707071,4.040404040404041,1.0101010101010102,9.090909090909092,3.0303030303030303,2.0202020202020203,2.0202020202020203,3.0303030303030303,5.05050505050505,3.0303030303030303,2.0202020202020203,1.0101010101010102,2.0202020202020203,2.0202020202020203,5.05050505050505,3.0303030303030303,2.0202020202020203,6.0606060606060606,3.0303030303030303,4.040404040404041,5.05050505050505,2.0202020202020203,2.0202020202020203,1.0101010101010102,1.0101010101010102,1.0101010101010102,1,61.61616161616162,99.0
