ID, GeneralWeight, Valence, HappinessWeight, SadnessWeight, AngerWeight, FearWeight, DisgustWeight, SurpriseWeight
mt0001297031,1.0,1,1.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06153846153846154
mt0001298241,1.0,1,1.0,0.26666666666666666,0.6666666666666666,0.15,0.26666666666666666,0.09999999999999999
mt0001305550,1.0,1,1.0,1.0,0.13333333333333333,0.16000000000000003,0.16000000000000003,0.09000000000000001
mt0001321861,1.0,1,1.0,1.0,1.0,1.0,0.8999999999999999,0.10909090909090909
mt0001353828,1.0,-1,1.0,1.0,1.0,1.0,0.7,0.35
mt0001356476,1.0,1,1.0,1.0,0.5,0.5,0.5,0.15
mt0001356637,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.06153846153846154
mt0001361436,1.0,-1,0.6,0.6,1.0,0.45,0.45,0.08000000000000002
mt0001369981,1.0,1,1.0,1.0,0.5,0.5,0.5,0.06153846153846154
mt0001372070,1.0,-1,0.06923076923076923,1.0,0.5,0.5,0.5,0.3
mt0001374103,1.0,1,1.0,1.0,0.75,0.8,0.8,0.021739130434782608
mt0001383277,1.0,1,1.0,0.35294117647058826,1.0,0.16666666666666666,1.0,1.0
mt0001385947,1.0,-1,0.8,0.8,0.9,0.9,0.7,0.06153846153846154
mt0001393272,1.0,1,1.0,0.26666666666666666,0.13333333333333333,0.15,0.15,0.12857142857142856
mt0001395462,1.0,1,0.8571428571428571,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.15
mt0001397431,1.0,-1,0.72,1.0,1.0,0.96,0.0,0.0
mt0001453285,1.0,1,1.0,0.2,0.1,0.05555555555555555,0.0,0.0
mt0001469090,1.0,-1,1.0,0.35294117647058826,0.14117647058823532,0.2571428571428571,0.11428571428571428,0.11428571428571428
mt0001473158,1.0,-1,1.0,0.6,1.0,1.0,1.0,0.1125
mt0001481574,1.0,1,1.0,1.0,0.225,1.0,0.75,0.034999999999999996
mt0001497786,1.0,1,1.0,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06153846153846154
mt0001509615,0.50625,-1,0.08000000000000002,0.17777777777777778,0.05,0.125,0.04285714285714286,0.15
mt0001518335,1.0,-1,0.19999999999999998,0.6,1.0,0.225,0.225,0.02702702702702703
mt0001522985,1.0,1,1.0,1.0,1.0,0.9,0.7,0.05333333333333334
mt0001531856,1.0,-1,1.0,0.26666666666666666,1.0,1.0,1.0,0.0
mt0001531906,1.0,1,1.0,0.26666666666666666,0.09090909090909091,0.058823529411764705,0.0,0.0
mt0001535201,1.0,-1,1.0,1.0,0.7,0.8,0.7,0.06153846153846154
mt0001566152,1.0,-1,1.0,1.0,0.1,0.7857142857142857,0.09090909090909091,0.0
mt0001578777,1.0,-1,0.26666666666666666,1.0,0.07272727272727274,1.0,0.1,0.0
mt0001590201,1.0,-1,0.26666666666666666,1.0,0.26666666666666666,1.0,0.26666666666666666,0.6666666666666666
mt0001595082,1.0,-1,0.48,0.8,1.0,1.0,0.84,0.19200000000000003
mt0001598710,1.0,-1,0.26666666666666666,1.0,1.0,0.2571428571428571,0.175,0.16666666666666666
mt0001608358,1.0,1,1.0,1.0,0.225,0.225,0.175,0.07142857142857142
mt0001608499,1.0,-1,1.0,0.26666666666666666,0.06666666666666667,0.6666666666666666,1.0,0.3
mt0001609043,1.0,-1,1.0,1.0,1.0,0.8,0.7,0.12857142857142856
mt0001610102,1.0,-1,0.26666666666666666,1.0,0.14285714285714285,0.22857142857142856,0.14285714285714285,0.02592592592592592
mt0001612417,1.0,-1,1.0,1.0,1.0,0.9,0.7,0.06153846153846154
mt0001634305,1.0,1,1.0,1.0,0.5,0.5,0.5,0.12857142857142856
mt0001638394,0.75,-1,0.5,0.08571428571428572,0.16666666666666666,0.0761904761904762,0.16666666666666666,0.12857142857142856
mt0001641165,1.0,-1,1.0,0.72,1.0,1.0,0.48,1.0
mt0001646256,0.8,-1,0.13636363636363635,0.3333333333333333,0.7,0.8,0.7,0.0
mt0001653728,1.0,1,1.0,0.4,0.06923076923076923,0.14285714285714285,0.12857142857142856,0.075
mt0001658982,1.0,-1,0.09090909090909091,1.0,0.09090909090909091,0.013999999999999999,0.09999999999999999,0.02702702702702703
mt0001664577,1.0,-1,1.0,1.0,0.4,0.25,1.0,0.075
mt0001698737,1.0,1,1.0,0.14814814814814814,0.09090909090909091,0.05,0.05,0.0
mt0001710592,1.0,-1,1.0,1.0,1.0,1.0,0.4,0.07692307692307693
mt0001722508,1.0,1,1.0,1.0,0.11428571428571428,0.2571428571428571,0.11428571428571428,0.06153846153846154
mt0001753032,1.0,1,1.0,0.18000000000000002,0.1,0.058823529411764705,0.05555555555555555,0.09000000000000001
mt0001779167,1.0,1,1.0,1.0,0.225,0.6666666666666666,0.3333333333333333,0.045000000000000005
mt0001802833,1.0,1,1.0,1.0,0.15428571428571428,0.06857142857142856,0.10666666666666667,0.07384615384615385
mt0001832838,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.06153846153846154
mt0001839466,1.0,-1,0.8,1.0,0.9,0.9,0.7,0.06153846153846154
mt0001863823,1.0,-1,1.0,0.26666666666666666,0.14285714285714285,0.26666666666666666,0.26666666666666666,0.15
mt0001866808,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.06153846153846154
mt0001879903,1.0,1,1.0,1.0,1.0,0.5,0.5,0.19999999999999998
mt0001891260,1.0,-1,1.0,1.0,0.9,0.9,1.0,0.0
mt0001921677,1.0,1,1.0,0.3333333333333333,0.1,0.12857142857142856,0.12857142857142856,0.0
mt0001927015,1.0,-1,0.2571428571428571,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285,0.0
mt0001943830,1.0,-1,1.0,1.0,0.0,0.16000000000000003,0.9,0.0
mt0001967655,1.0,-1,1.0,1.0,1.0,1.0,1.0,0.1125
mt0001972829,1.0,1,1.0,0.26666666666666666,0.07272727272727274,0.07777777777777777,0.2333333333333333,0.0
mt0001992879,1.0,-1,0.26666666666666666,1.0,0.7894736842105263,1.0,0.09999999999999999,0.1125
mt0002014752,1.0,1,1.0,1.0,0.5,0.5,0.5,0.07142857142857142
mt0002024741,1.0,1,1.0,0.7,0.9,0.9,0.175,0.8
mt0002034238,1.0,1,1.0,1.0,0.5,0.5,0.5,0.06153846153846154
mt0002060109,1.0,1,1.0,0.8,0.4,0.4,1.0,0.0
mt0002067509,1.0,-1,1.0,1.0,0.5,0.8,0.8,0.06153846153846154
mt0002070314,1.0,-1,1.0,0.32,0.16000000000000003,0.2571428571428571,0.24,0.18000000000000002
mt0002164399,1.0,-1,1.0,1.0,0.9,1.0,1.0,0.06153846153846154
mt0002177145,1.0,-1,0.8,0.26666666666666666,1.0,0.25,0.26666666666666666,0.06153846153846154
mt0002179342,1.0,-1,1.0,0.96,1.0,1.0,0.84,1.0
mt0002219182,1.0,-1,0.44999999999999996,1.0,0.7,0.8,0.7,0.06153846153846154
mt0002225477,1.0,-1,0.6666666666666666,1.0,1.0,1.0,1.0,0.3
mt0002238737,0.9166666666666666,-1,0.26666666666666666,0.16666666666666666,0.11428571428571428,0.25,0.09999999999999999,0.26666666666666666
mt0002239079,1.0,-1,1.0,1.0,1.0,0.6666666666666666,1.0,0.26666666666666666
mt0002240771,1.0,1,1.0,0.26666666666666666,0.052941176470588235,0.07692307692307693,0.0,0.07142857142857142
mt0002260787,0.4090909090909091,-1,0.13636363636363635,0.16000000000000003,0.09000000000000001,0.09090909090909091,0.4,0.09000000000000001
mt0002272314,1.0,-1,1.0,1.0,0.7,1.0,0.7,0.8
mt0002325544,1.0,1,1.0,1.0,0.5,0.5,0.5,0.0
mt0002337555,1.0,-1,0.16000000000000003,0.19999999999999998,0.9,0.07777777777777777,0.5,0.225
mt0002343160,1.0,1,1.0,1.0,0.14285714285714285,0.2571428571428571,0.16666666666666666,0.22857142857142856
mt0002343207,1.0,1,1.0,1.0,0.5,0.5,0.5,0.225
mt0002355518,1.0,1,1.0,1.0,1.0,1.0,0.5,1.0
mt0002358457,1.0,1,1.0,0.23529411764705882,0.225,0.225,0.175,0.06153846153846154
mt0002359628,0.75,-1,0.6,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.4,0.35
mt0002360219,1.0,1,1.0,0.26666666666666666,0.1,0.0,0.021621621621621623,0.06153846153846154
mt0002371970,1.0,1,1.0,0.16000000000000003,0.0,0.0,0.30000000000000004,0.0
mt0002374117,1.0,1,1.0,0.26666666666666666,0.2,0.15,0.15,0.09090909090909091
mt0002390941,1.0,-1,1.0,1.0,0.5,0.7857142857142857,0.5,0.09090909090909091
mt0002549047,1.0,-1,1.0,1.0,0.5,0.5,0.5,0.02702702702702703
mt0002619035,1.0,-1,1.0,1.0,0.1,1.0,0.26666666666666666,0.09090909090909091
